Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.6474	1.5880	99.76	13.883	NA-NA	HIGH	NA-NA	14	13.883	103/111	99.76	0	IMGVR_UViG_3300045988_103197|3300045988|Ga0495776_129673
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.6279	2.4938	97.75	13.719	NA-NA	HIGH	NA-NA	14	13.719	89/180	97.75	5	IMGVR_UViG_3300006298_000121|3300006298|Ga0099618_100284
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.5772	0.9625	99.87	13.292	NA-NA	HIGH	NA-NA	13	13.292	48/50	99.87	0	IMGVR_UViG_3300030418_000020|3300030418|Ga0238512_100029
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.3583	0.8429	98.05	11.447	NA-NA	HIGH	NA-NA	10	11.447	38/70	98.05	17	IMGVR_UViG_3300014789_000116|3300014789|Ga0134406_1000722
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.2675	1.6399	98.70	10.682	NA-NA	HIGH	NA-NA	10	10.682	110/165	98.70	0	IMGVR_UViG_3300045988_050176|3300045988|Ga0495776_062417
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.2182	0.8588	96.66	10.267	NA-NA	HIGH	NA-NA	12	10.267	30/86	96.66	16	IMGVR_UViG_3300014762_000077|3300014762|Ga0134420_100341
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	1.0020	0.9434	95.66	8.444	NA-NA	HIGH	NA-NA	8	8.444	27/107	95.66	22	IMGVR_UViG_3300029608_000269|3300029608|Ga0245152_101099
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.9186	0.4714	98.35	7.742	NA-NA	HIGH	NA-NA	6	7.742	31/52	98.35	0	IMGVR_UViG_3300014947_000086|3300014947|Ga0169813_101567
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.8868	0.4023	96.69	7.474	NA-NA	HIGH	NA-NA	8	7.474	19/54	96.69	0	IMGVR_UViG_3300029096_000052|3300029096|Ga0169213_101319
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.8306	0.7079	96.18	7.000	NA-NA	HIGH	NA-NA	6	7.000	29/97	96.18	3	IMGVR_UViG_3300029543_000125|3300029543|Ga0244989_101068
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.8094	0.4122	96.75	6.821	NA-NA	HIGH	NA-NA	7	6.821	28/78	96.75	19	IMGVR_UViG_3300014515_000025|3300014515|Ga0169874_100262
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.8059	0.5214	96.11	6.792	NA-NA	HIGH	NA-NA	7	6.792	24/82	96.11	16	IMGVR_UViG_3300029021_000153|3300029021|Ga0169710_100990
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.8051	3.3207	95.93	6.785	NA-NA	HIGH	NA-NA	6	6.785	135/490	95.93	140	IMGVR_UViG_2854072351_000001|2854072351|2854072373|191904-305691
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7946	0.6673	96.61	6.697	NA-NA	HIGH	NA-NA	5	6.697	33/96	96.61	41	IMGVR_UViG_3300029184_000099|3300029184|Ga0169197_100052|19669-42835
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7856	0.3086	98.01	6.621	NA-NA	HIGH	NA-NA	6	6.621	29/54	98.01	3	IMGVR_UViG_3300029040_000101|3300029040|Ga0169694_101716
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7548	0.2955	98.88	6.361	NA-NA	HIGH	NA-NA	6	6.361	36/51	98.88	0	IMGVR_UViG_3300029653_000124|3300029653|Ga0245224_101579
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7506	0.9103	96.52	6.326	NA-NA	HIGH	NA-NA	5	6.326	46/138	96.52	3	IMGVR_UViG_3300045988_168271|3300045988|Ga0495776_173960
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7438	0.9597	98.92	6.269	NA-NA	HIGH	NA-NA	6	6.269	108/151	98.92	0	IMGVR_UViG_2541047504_000002|2541047504|2541141689
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7311	0.4167	97.95	6.161	NA-NA	HIGH	NA-NA	6	6.161	31/59	97.95	0	IMGVR_UViG_3300045988_146875|3300045988|Ga0495776_058986
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7157	0.3265	98.27	6.031	NA-NA	HIGH	NA-NA	5	6.031	32/55	98.27	2	IMGVR_UViG_3300029530_000076|3300029530|Ga0244962_101757
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7119	0.3400	95.47	6.000	NA-NA	HIGH	NA-NA	6	6.000	14/59	95.47	2	IMGVR_UViG_3300014935_000041|3300014935|Ga0169825_100880
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7096	0.5054	98.48	5.980	NA-NA	HIGH	NA-NA	5	5.980	51/82	98.48	0	IMGVR_UViG_3300015188_000082|3300015188|Ga0183237_130283
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.7005	0.4345	97.15	5.903	NA-NA	HIGH	NA-NA	5	5.903	31/76	97.15	8	IMGVR_UViG_2854409118_000001|2854409118|2854409157
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6932	0.4502	99.83	5.842	NA-NA	HIGH	NA-NA	5	5.842	76/80	99.83	0	IMGVR_UViG_3300029039_000255|3300029039|Ga0169649_100048|110992-128907
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6789	0.5200	99.05	5.721	NA-NA	HIGH	NA-NA	5	5.721	61/82	99.05	3	IMGVR_UViG_3300045988_090773|3300045988|Ga0495776_105065
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6574	1.0149	95.13	5.541	NA-NA	HIGH	NA-NA	5	5.541	37/174	95.13	76	IMGVR_UViG_3300045988_142861|3300045988|Ga0495776_112870
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6570	0.3584	99.24	5.537	NA-NA	HIGH	NA-NA	5	5.537	41/52	99.24	0	IMGVR_UViG_3300039355_000011|3300039355|Ga0169769_00683
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6387	0.4532	96.74	5.382	NA-NA	HIGH	NA-NA	5	5.382	34/95	96.74	40	IMGVR_UViG_3300045988_009527|3300045988|Ga0495776_124920
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6304	0.4315	96.75	5.312	NA-NA	HIGH	NA-NA	6	5.312	32/89	96.75	0	IMGVR_UViG_3300030442_000261|3300030442|Ga0168840_101249
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.6122	1.5201	96.56	5.160	NA-NA	HIGH	NA-NA	5	5.160	94/278	96.56	19	IMGVR_UViG_3300045988_163925|3300045988|Ga0495776_138490
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5881	0.5194	95.40	4.957	NA-NA	HIGH	NA-NA	4	4.957	23/99	95.40	28	IMGVR_UViG_3300045988_136033|3300045988|Ga0495776_070120
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5750	0.9919	96.50	4.846	NA-NA	HIGH	NA-NA	4	4.846	65/196	96.50	96	IMGVR_UViG_3300045988_072375|3300045988|Ga0495776_030065
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5617	1.5528	95.78	4.734	NA-NA	HIGH	NA-NA	4	4.734	94/358	95.78	0	IMGVR_UViG_2814123293_000008|2814123293|2814193125|131582-207844
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5537	0.2642	95.84	4.667	NA-NA	HIGH	NA-NA	3	4.667	15/56	95.84	0	IMGVR_UViG_3300029057_000139|3300029057|Ga0169682_101419
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5503	0.2975	99.22	4.638	NA-NA	HIGH	NA-NA	3	4.638	58/74	99.22	3	IMGVR_UViG_2854222423_000001|2854222423|2854222509
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5355	0.3813	99.50	4.513	NA-NA	HIGH	NA-NA	4	4.513	78/91	99.50	0	IMGVR_UViG_3300029525_000050|3300029525|Ga0244942_100075|32358-52002
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5085	0.2119	95.74	4.286	NA-NA	HIGH	NA-NA	3	4.286	14/54	95.74	4	IMGVR_UViG_3300029433_000308|3300029433|Ga0243761_1000048|161327-172819
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.5084	1.1609	97.40	4.285	NA-NA	HIGH	NA-NA	4	4.285	123/278	97.40	66	IMGVR_UViG_3300029400_000131|3300029400|Ga0243781_100126|24397-87391
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4962	0.2310	95.11	4.182	NA-NA	HIGH	NA-NA	3	4.182	11/52	95.11	0	IMGVR_UViG_3300029720_000415|3300029720|Ga0245229_1002770
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4754	0.6452	99.90	4.006	NA-NA	HIGH	NA-NA	4	4.006	158/163	99.90	0	IMGVR_UViG_3300045988_035230|3300045988|Ga0495776_016147
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4701	0.9219	95.07	3.962	NA-NA	HIGH	NA-NA	3	3.962	52/249	95.07	4	IMGVR_UViG_3300045988_139593|3300045988|Ga0495776_093418
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4677	0.5440	99.64	3.942	NA-NA	HIGH	NA-NA	3	3.942	120/134	99.64	0	IMGVR_UViG_3300045988_071657|3300045988|Ga0495776_078828
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4633	0.5468	96.12	3.905	NA-NA	HIGH	NA-NA	3	3.905	42/143	96.12	12	IMGVR_UViG_2876002861_000002|2876002861|2876002885|61917-94477
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4608	0.2591	98.58	3.884	NA-NA	HIGH	NA-NA	3	3.884	43/67	98.58	0	IMGVR_UViG_3300014535_000081|3300014535|Ga0169873_101301
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4604	0.3744	95.88	3.880	NA-NA	HIGH	NA-NA	4	3.880	25/92	95.88	14	IMGVR_UViG_3300029416_000301|3300029416|Ga0243860_101068|2-22437
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4577	0.3636	95.74	3.857	NA-NA	HIGH	NA-NA	4	3.857	21/81	95.74	0	IMGVR_UViG_3300029684_000171|3300029684|Ga0245194_101500
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4483	0.2706	97.06	3.778	NA-NA	HIGH	NA-NA	3	3.778	27/68	97.06	2	IMGVR_UViG_3300029424_000180|3300029424|Ga0243789_1001673
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4432	0.2275	98.52	3.735	NA-NA	HIGH	NA-NA	3	3.735	34/54	98.52	0	IMGVR_UViG_3300029236_000270|3300029236|Ga0169721_102188
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4342	0.5311	98.63	3.660	NA-NA	HIGH	NA-NA	3	3.660	94/144	98.63	0	IMGVR_UViG_3300045988_041165|3300045988|Ga0495776_104418
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4282	0.2167	96.80	3.609	NA-NA	HIGH	NA-NA	3	3.609	23/63	96.80	16	IMGVR_UViG_3300006747_000133|3300006747|Ga0101801_101463
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4125	0.3111	95.52	3.476	NA-NA	HIGH	NA-NA	3	3.476	21/87	95.52	1	IMGVR_UViG_3300029416_000302|3300029416|Ga0243860_101282|1-20808
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4091	0.2394	98.43	3.447	NA-NA	HIGH	NA-NA	3	3.447	38/62	98.43	0	IMGVR_UViG_3300029030_000168|3300029030|Ga0169673_100813
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4066	0.6062	97.47	3.427	NA-NA	HIGH	NA-NA	3	3.427	89/197	97.47	9	IMGVR_UViG_2833313268_000003|2833313268|2833313273|32799-73924
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.4059	0.1815	96.87	3.421	NA-NA	HIGH	NA-NA	3	3.421	19/51	96.87	0	IMGVR_UViG_3300029760_000204|3300029760|Ga0242787_102558
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3991	0.3801	98.00	3.364	NA-NA	HIGH	NA-NA	3	3.364	55/103	98.00	7	IMGVR_UViG_3300029416_000273|3300029416|Ga0243860_101154
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3939	0.3083	95.66	3.320	NA-NA	HIGH	NA-NA	3	3.320	25/99	95.66	27	IMGVR_UViG_3300023493_000314|3300023493|Ga0257031_101005|4674-26265
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3916	0.5882	99.25	3.300	NA-NA	HIGH	NA-NA	3	3.300	140/177	99.25	0	IMGVR_UViG_3300029331_000007|3300029331|Ga0243780_100746
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3909	0.3675	97.25	3.294	NA-NA	HIGH	NA-NA	3	3.294	51/121	97.25	23	IMGVR_UViG_3300014749_000003|3300014749|Ga0169785_100443
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3743	0.4732	98.19	3.155	NA-NA	HIGH	NA-NA	3	3.155	84/148	98.19	0	IMGVR_UViG_3300029108_000160|3300029108|Ga0169642_100223|3-34877
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3708	0.2801	96.65	3.125	NA-NA	HIGH	NA-NA	3	3.125	32/92	96.65	14	IMGVR_UViG_3300029246_000211|3300029246|Ga0168681_101181
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3508	0.2628	95.46	2.957	NA-NA	HIGH	NA-NA	3	2.957	23/97	95.46	1	IMGVR_UViG_3300029750_000098|3300029750|Ga0242832_101120
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3428	0.2493	98.08	2.889	NA-NA	HIGH	NA-NA	3	2.889	45/82	98.08	0	IMGVR_UViG_3300028964_000137|3300028964|Ga0169706_100029|150758-170823
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3375	0.2980	98.71	2.844	NA-NA	HIGH	NA-NA	3	2.844	77/115	98.71	0	IMGVR_UViG_3300007524_000226|3300007524|Ga0105481_1000869
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3236	0.4918	95.21	2.727	94.72-96.78	2.727	0.80-2.57	2	2.805	41/201	95.00	84	IMGVR_UViG_3300029752_000008|3300029752|Ga0243766_100585
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3204	0.1605	96.79	2.700	NA-NA	LOW	NA-NA	2	2.700	20/55	96.79	11	IMGVR_UViG_3300029049_000227|3300029049|Ga0169693_101521
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3195	0.1578	95.51	2.692	NA-NA	LOW	NA-NA	1	2.692	13/54	95.51	1	IMGVR_UViG_3300029028_000043|3300029028|Ga0169666_101328
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3180	0.4219	96.28	2.680	NA-NA	HIGH	NA-NA	3	2.680	50/162	96.28	17	IMGVR_UViG_3300045988_086561|3300045988|Ga0495776_015122
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.3124	0.3440	96.58	2.633	NA-NA	HIGH	NA-NA	3	2.633	49/144	96.58	19	IMGVR_UViG_3300029778_000128|3300029778|Ga0243887_1000772
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2966	0.2126	95.70	2.500	NA-NA	LOW	NA-NA	2	2.500	20/78	95.70	1	IMGVR_UViG_3300029586_000157|3300029586|Ga0243865_1001598
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2917	0.2171	96.15	2.458	NA-NA	LOW	NA-NA	2	2.458	24/81	96.15	34	IMGVR_UViG_3300014530_000099|3300014530|Ga0169724_100252|43652-64185
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2561	0.1796	95.01	2.158	NA-NA	LOW	NA-NA	2	2.158	19/93	95.01	8	IMGVR_UViG_3300014963_000112|3300014963|Ga0134523_1004063
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2427	0.1905	95.73	2.045	NA-NA	LOW	NA-NA	2	2.045	22/85	95.73	35	IMGVR_UViG_3300008103_000233|3300008103|Ga0114180_101227
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2373	0.1130	98.25	2.000	97.73-99.66	2.000	0.80-2.50	2	2.107	28/56	97.79	0	IMGVR_UViG_3300029604_000345|3300029604|Ga0245147_100421|53340-66477
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2315	0.7869	97.51	1.951	97.18-98.25	1.951	1.15-2.13	2	3.182	159/405	97.03	0	IMGVR_UViG_3300029724_000142|3300029724|Ga0245182_100027|6922-100686
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2288	0.1038	95.80	1.929	NA-NA	LOW	NA-NA	2	1.929	14/53	95.80	13	IMGVR_UViG_7000000320_000080|7000000320|SRS063040_Baylor_scaffold_59793
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2248	0.1406	96.06	1.895	NA-NA	LOW	NA-NA	2	1.895	19/66	96.06	35	IMGVR_UViG_3300029339_000290|3300029339|Ga0242823_1002111
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2225	0.1980	98.49	1.875	97.93-100.02	1.875	0.70-2.50	2	2.709	55/104	97.97	0	IMGVR_UViG_3300029004_000053|3300029004|Ga0169688_100418
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2175	0.1510	97.09	1.833	96.71-98.93	1.833	0.64-1.82	2	2.242	33/98	96.55	18	IMGVR_UViG_3300045988_049279|3300045988|Ga0495776_040496
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2034	0.1560	97.17	1.714	96.87-98.85	1.714	0.69-1.71	2	1.655	29/86	96.55	16	IMGVR_UViG_3300007210_000208|3300007210|Ga0103359_100992
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.2017	0.2411	97.88	1.700	97.17-98.87	1.700	0.88-2.40	2	2.476	63/150	97.24	38	IMGVR_UViG_3300045988_166255|3300045988|Ga0495776_061409
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1993	0.1668	95.25	1.680	NA-NA	LOW	NA-NA	1	1.680	25/113	95.25	3	IMGVR_UViG_3300029087_000082|3300029087|Ga0169172_100420
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1885	0.0855	95.77	1.588	NA-NA	LOW	NA-NA	1	1.588	17/65	95.77	0	IMGVR_UViG_2571042269_000003|2571042269|2571061281
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1879	0.0738	95.38	1.583	NA-NA	LOW	NA-NA	2	1.583	12/52	95.38	10	IMGVR_UViG_3300029215_000188|3300029215|Ga0167476_101776
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1865	0.1584	98.82	1.571	98.32-100.24	1.571	0.68-1.90	2	1.873	63/115	98.08	1	IMGVR_UViG_3300045988_064468|3300045988|Ga0495776_024034
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1839	0.1064	95.95	1.550	NA-NA	LOW	NA-NA	1	1.550	20/72	95.95	7	IMGVR_UViG_3300030315_000024|3300030315|Ga0238590_100012
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1834	0.0822	95.17	1.545	NA-NA	LOW	NA-NA	1	1.545	11/51	95.17	0	IMGVR_UViG_3300029092_000134|3300029092|Ga0169182_101815
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1815	0.1416	97.25	1.529	96.56-99.38	1.529	0.53-1.85	2	1.778	36/109	96.49	32	IMGVR_UViG_3300045988_127982|3300045988|Ga0495776_105911
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1780	0.0769	97.32	1.500	NA-NA	LOW	NA-NA	1	1.500	22/51	97.32	0	IMGVR_UViG_3300029129_000184|3300029129|Ga0168797_100324|53421-65338
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1752	0.1477	95.35	1.476	NA-NA	LOW	NA-NA	1	1.476	21/92	95.35	0	IMGVR_UViG_3300029117_000057|3300029117|Ga0168818_100743
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1726	0.1406	96.64	1.455	96.33-98.17	1.455	0.50-2.10	2	1.923	26/98	95.81	2	IMGVR_UViG_3300029422_000155|3300029422|Ga0242786_101561
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1709	0.2204	98.86	1.440	98.06-99.65	1.440	0.87-2.09	2	2.923	91/170	98.00	8	IMGVR_UViG_3300045988_096252|3300045988|Ga0495776_017554
trimmed_read1_3001368277-DNA.fastq.gz	imgvr_reps.fna	0.1706	0.0887	95.63	1.438	NA-NA	LOW	NA-NA	1	1.438	16/64	95.63	0	IMGVR_UViG_3300007501_000237|3300007501|Ga0104994_101653
