Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/148/125/GCF_025148125.1_genomic.fna.gz	0.3532	0.6295	97.57	0.329	97.30-97.87	0.329	0.30-0.36	1	1.477	2587/19168	93.74	701	NZ_CP102267.1 Blautia wexlerae DSM 19850 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/573/975/GCA_003573975.1_genomic.fna.gz	0.3385	0.4582	97.41	0.316	97.07-97.79	0.316	0.28-0.35	1	1.229	1765/14679	93.40	317	AP018533.1 Clostridiales bacterium CCNA10 DNA, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/106/845/GCF_900106845.1_genomic.fna.gz	0.3203	0.3791	97.85	0.299	97.51-98.15	0.299	0.26-0.33	1	1.186	1618/12280	93.67	65	NZ_LT629846.1 Romboutsia timonensis strain Marseille-P326, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/008/121/495/GCF_008121495.1_genomic.fna.gz	0.3134	0.4235	98.23	0.292	97.91-98.58	0.292	0.25-0.32	1	1.386	2179/14950	93.98	273	NZ_CP043051.1 [Ruminococcus] gnavus ATCC 29149 strain JCM6515 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/024/265/GCF_000024265.1_genomic.fna.gz	0.3112	0.4299	98.19	0.290	97.88-98.52	0.290	0.26-0.31	1	1.397	2238/15631	93.92	16	NC_013204.1 Eggerthella lenta DSM 2243, complete sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/147/485/GCF_025147485.1_genomic.fna.gz	0.2992	0.5269	96.11	0.279	95.72-96.41	0.279	0.25-0.32	1	1.162	1391/19545	91.83	96	NZ_CP102263.1 Bacteroides uniformis strain ATCC 8492 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/010/120/595/GCF_010120595.1_genomic.fna.gz	0.2978	0.2381	97.38	0.278	96.86-97.87	0.278	0.23-0.33	1	1.165	913/8584	93.03	184	NZ_CP038020.1 Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/101/835/GCF_900101835.1_genomic.fna.gz	0.2934	0.2197	96.28	0.274	95.63-96.79	0.274	0.23-0.34	1	1.153	626/8469	91.94	5	NZ_FNAF01000027.1 Peptococcus niger strain DSM 20475, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/150/245/GCF_025150245.1_genomic.fna.gz	0.2910	0.3529	96.45	0.271	95.98-96.90	0.271	0.23-0.31	1	1.336	1042/13409	92.09	954	NZ_CP102279.1 Dorea formicigenerans strain ATCC 27755 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/540/255/GCF_900540255.1_genomic.fna.gz	0.2848	0.2963	97.78	0.266	97.38-98.22	0.266	0.23-0.30	1	1.143	1364/11719	93.30	234	NZ_UQFE01000001.1 Uncultured Clostridium sp. isolate UMGS222, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/012/825/GCF_000012825.1_genomic.fna.gz	0.2681	0.5265	98.31	0.250	98.02-98.53	0.250	0.22-0.28	1	1.143	2753/21133	93.64	0	NC_009614.1 Phocaeicola vulgatus ATCC 8482, complete sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/469/345/GCF_000469345.1_genomic.fna.gz	0.2675	0.3507	97.74	0.249	97.37-98.21	0.249	0.21-0.28	1	1.353	1630/14800	93.13	555	NZ_KI271072.1 Eubacterium ramulus ATCC 29099 Scaffold1027, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/265/365/GCF_000265365.1_genomic.fna.gz	0.2649	0.3763	98.00	0.247	97.67-98.34	0.247	0.22-0.27	1	1.127	1798/15352	93.32	73	NC_018011.1 Alistipes finegoldii DSM 17242, complete sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/024/685/GCF_003024685.1_genomic.fna.gz	0.2559	0.2719	98.16	0.239	97.65-98.62	0.239	0.20-0.28	1	1.227	1405/11774	93.37	107	NZ_PYLQ01000001.1 Faecalibacillus intestinalis strain SNUG30099 scaffold_0, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/009/795/GCA_022009795.1_genomic.fna.gz	0.2525	0.1956	97.36	0.235	96.73-97.97	0.235	0.19-0.29	1	1.210	818/8943	92.57	48	CP091724.1 MAG: Anaerotruncus sp. isolate nC33_bin.255.fa chromosome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/314/995/GCF_001314995.1_genomic.fna.gz	0.2506	0.6169	97.06	0.234	96.68-97.31	0.234	0.21-0.27	1	1.124	2260/27397	92.27	80	NZ_CP012938.1 Bacteroides ovatus strain ATCC 8483 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/153/925/GCF_000153925.1_genomic.fna.gz	0.2459	0.2565	98.63	0.229	98.11-99.10	0.229	0.19-0.26	1	1.233	1504/11176	93.74	52	NZ_DS264383.1 [Ruminococcus] torques ATCC 27756 Scfld0240, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/023/865/GCF_029023865.1_genomic.fna.gz	0.2400	0.2365	98.36	0.224	97.87-98.83	0.224	0.19-0.26	1	1.148	1299/10826	93.39	1	NZ_CP118969.1 Lactococcus lactis strain DSM 20481 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/151/215/GCF_025151215.1_genomic.fna.gz	0.2356	0.3923	97.86	0.220	97.51-98.20	0.220	0.20-0.25	1	1.119	1868/18503	92.87	39	NZ_CP102286.1 Parabacteroides merdae ATCC 43184 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/472/305/GCA_902472305.1_genomic.fna.gz	0.2305	0.2237	98.78	0.215	98.36-99.26	0.215	0.18-0.25	1	1.125	1465/11064	93.69	19	CABRNK010000001.1 MAG TPA_asm: uncultured Ruminococcaceae bacterium isolate MGYG-HGUT-01760 genome assembly, contig: GUT_GENOME107124_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/425/105/GCA_019425105.1_genomic.fna.gz	0.2156	0.1828	97.83	0.201	97.22-98.32	0.201	0.17-0.24	1	1.122	878/9516	92.60	4	JAHYYD010000001.1 MAG: Actinobacteria bacterium isolate HRGM_Genome_0302 HRGM_Genome_0302_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/499/055/GCF_024499055.1_genomic.fna.gz	0.2138	0.2267	98.01	0.199	97.42-98.42	0.199	0.17-0.24	1	1.114	1105/11384	92.75	4	NZ_CP071249.1 Turicibacter bilis strain MMM721 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/435/835/GCF_000435835.1_genomic.fna.gz	0.2112	0.2485	98.34	0.197	97.89-98.68	0.197	0.17-0.23	1	1.116	1444/13567	93.03	33	NZ_FR883346.1 Clostridium sp. CAG:221, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/411/415/GCF_000411415.1_genomic.fna.gz	0.2053	0.1897	95.70	0.191	94.84-96.37	0.191	0.15-0.25	1	1.104	462/10350	90.46	357	NZ_KE150450.1 Actinomyces sp. HPA0247 acAqT-supercont1.1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/005/121/165/GCF_005121165.3_genomic.fna.gz	0.2021	0.2750	97.36	0.188	96.92-97.87	0.188	0.16-0.22	1	1.183	1134/15083	91.99	189	NZ_CP034413.3 Dysosmobacter welbionis strain J115 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/287/615/GCF_014287615.1_genomic.fna.gz	0.1945	0.4580	99.10	0.181	98.76-99.37	0.181	0.16-0.20	1	1.165	3388/26609	93.57	31	NZ_JACOOU010000001.1 Blautia celeris strain NSJ-34 HP-D35-62_ctg001, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/019/597/925/GCF_019597925.1_genomic.fna.gz	0.1883	0.2824	97.79	0.176	97.31-98.19	0.176	0.15-0.21	1	1.100	1349/16767	92.19	84	NZ_CP080442.1 [Clostridium] scindens strain Q4 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/949/455/GCF_000949455.1_genomic.fna.gz	0.1882	0.2944	97.65	0.176	97.20-98.04	0.176	0.15-0.20	1	1.130	1379/17864	92.07	94	NZ_JXXK01000001.1 Ruthenibacterium lactatiformans strain 585-1 contig00001, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/384/895/GCF_014384895.1_genomic.fna.gz	0.1787	0.2678	98.98	0.167	98.55-99.33	0.167	0.15-0.19	1	1.109	1898/16827	93.20	9	NZ_JACRSQ010000001.1 Bianquea renquensis strain NSJ-32 H6_ctg0001, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/004/154/955/GCF_004154955.1_genomic.fna.gz	0.1712	0.2100	96.82	0.160	96.02-97.58	0.160	0.12-0.21	1	1.082	747/13798	91.02	56	NZ_CP011524.1 Intestinimonas butyriciproducens strain SRB-521-5-I chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/481/775/GCA_003481775.1_genomic.fna.gz	0.1623	0.2956	96.47	0.151	95.77-97.04	0.151	0.12-0.19	1	1.068	1042/20668	90.81	306	QULU01000001.1 Clostridiaceae bacterium OM02-2AC OM02-2AC.Scaf1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/278/725/GCF_000278725.1_genomic.fna.gz	0.1609	0.1495	96.15	0.150	95.03-96.76	0.150	0.12-0.21	1	1.074	431/10464	90.22	139	NZ_ALCA01000001.1 Actinomyces sp. ICM47 ctg120010148499, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/268/275/GCF_003268275.1_genomic.fna.gz	0.1570	0.1800	97.47	0.146	96.72-98.06	0.146	0.12-0.18	1	1.104	792/12763	91.42	32	NZ_QLYR01000010.1 Hydrogeniiclostridium mannosilyticum strain ASD2818 NODE_10_length_102791_cov_82.409018, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/006/542/665/GCF_006542665.1_genomic.fna.gz	0.1532	0.1924	96.60	0.143	95.66-97.39	0.143	0.11-0.19	1	1.079	649/14233	90.52	104	NZ_AP019735.1 Alistipes communis strain 5CBH24 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/012/317/185/GCF_012317185.1_genomic.fna.gz	0.1479	0.2655	96.15	0.138	95.41-96.92	0.138	0.11-0.17	1	1.123	758/19874	90.00	335	NZ_CP048838.1 [Clostridium] innocuum strain ATCC 14501 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/154/345/GCA_000154345.1_genomic.fna.gz	0.1464	0.1821	97.84	0.137	97.13-98.48	0.137	0.11-0.18	1	1.087	899/13860	91.55	90	DS480351.1 Clostridium leptum DSM 753 Scfld_02_20 genomic scaffold, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/717/555/GCA_934717555.1_genomic.fna.gz	0.1440	0.1026	96.36	0.134	95.19-97.45	0.134	0.08-0.20	1	1.078	320/8032	90.13	8	CAKUYY010000001.1 MAG: uncultured Clostridium sp. isolate REFINED_METABAT215_SUBJECT_CONTIGS_1500_ASSEMBLY_K77_MERGED__Pilot_MoBio_Fiber_C_24_1038.164 genome assembly, contig: Pilot_MoBio_Fiber_C_24_1038__NODE_257_length_148496_cov_5.614409, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/375/GCA_900542375.1_genomic.fna.gz	0.1379	0.1021	97.67	0.129	96.54-98.39	0.129	0.10-0.18	1	1.105	488/8383	91.24	16	UQNI01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS454 genome assembly, contig: NODE_241_length_67032_cov_4.336265, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/829/035/GCF_000829035.1_genomic.fna.gz	0.1338	0.1536	96.83	0.125	95.77-97.66	0.125	0.09-0.18	1	1.059	528/12239	90.36	2	NZ_AP012541.1 Lacticaseibacillus paracasei subsp. paracasei strain JCM 8130 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/157/995/GCF_000157995.1_genomic.fna.gz	0.1320	0.1975	96.83	0.123	96.02-97.54	0.123	0.10-0.16	1	1.114	701/16420	90.33	123	NZ_GG657585.1 Holdemania filiformis DSM 12042 Scfld138, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/421/015/GCA_019421015.1_genomic.fna.gz	0.1284	0.1914	96.08	0.120	95.13-96.99	0.120	0.09-0.16	1	1.056	549/16810	89.55	19	JAHZGC010000001.1 MAG: Coriobacteriaceae bacterium isolate HRGM_Genome_3029 HRGM_Genome_3029_1, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/023/347/255/GCF_023347255.1_genomic.fna.gz	0.1282	0.1521	96.52	0.120	95.43-97.43	0.120	0.08-0.17	1	1.293	488/12942	89.97	275	NZ_CP094466.1 Faecalibacterium sp. I4-3-84 chromosome, complete genome
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/074/805/GCF_001074805.1_genomic.fna.gz	0.1216	0.1011	95.01	0.113	93.48-97.30	0.113	0.05-0.19	1	1.063	206/9393	88.41	91	NZ_JUPI01000001.1 Streptococcus parasanguinis strain 886_SPAR 0_1858_62616, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/142/645/GCF_900142645.1_genomic.fna.gz	0.1209	0.2046	98.36	0.113	97.68-98.94	0.113	0.09-0.14	1	1.084	1240/19269	91.53	78	NZ_FRBP01000027.1 Eubacterium callanderi strain FD, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/687/245/GCF_020687245.1_genomic.fna.gz	0.1209	0.1362	96.94	0.113	95.81-97.97	0.113	0.08-0.16	1	1.142	522/12801	90.19	190	NZ_JAJEQG010000010.1 Faecalibacterium longum CLA-AA-H243 NODE_10_length_77401_cov_21.251280, whole genome shotgun sequence
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/155/415/GCA_900155415.1_genomic.fna.gz	0.1177	0.1146	96.95	0.110	95.80-97.98	0.110	0.07-0.17	1	1.075	426/10708	90.12	141	LT700187.1 Christensenella sp. Marseille-P2438 genome assembly, chromosome: contig00001
trimmed_read1_3001368277-DNA.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/337/215/GCF_014337215.1_genomic.fna.gz	0.1147	0.1723	96.38	0.107	95.40-97.37	0.107	0.07-0.15	1	1.167	550/16955	89.53	119	NZ_CP060635.1 Wansuia hejianensis strain NSJ-29 chromosome, complete genome
